kelurahan,kecamatan,kabupaten,provinsi,kodepos
'MANCAGAR','LEBAKWANGI','KUNINGAN','JAWA BARAT','45571'
'MANCAGAR','LEBAKWANGI','KUNINGAN','JAWA BARAT','45574'
'MANGGARI','LEBAKWANGI','KUNINGAN','JAWA BARAT','45574'
'MEKARWANGI','LEBAKWANGI','KUNINGAN','JAWA BARAT','45574'
'PAGUNDAN','LEBAKWANGI','KUNINGAN','JAWA BARAT','45574'
'PAJAWANKIDUL','LEBAKWANGI','KUNINGAN','JAWA BARAT','45574'
'PASAYANGAN','LEBAKWANGI','KUNINGAN','JAWA BARAT','45574'
'SINDANG','LEBAKWANGI','KUNINGAN','JAWA BARAT','45574'
'BUNIASIH','MALEBER','KUNINGAN','JAWA BARAT','45575'
'CIKAHURIPAN','MALEBER','KUNINGAN','JAWA BARAT','45575'
'CIPAKEM','MALEBER','KUNINGAN','JAWA BARAT','45575'
'CIPORANG','MALEBER','KUNINGAN','JAWA BARAT','45575'
'DUKUHTENGAH','MALEBER','KUNINGAN','JAWA BARAT','45575'
'GALAHERANG','MALEBER','KUNINGAN','JAWA BARAT','45575'
'GARAHAJI','MALEBER','KUNINGAN','JAWA BARAT','45575'
'GIRIWARINGIN','MALEBER','KUNINGAN','JAWA BARAT','45575'
'KARANGTENGAH','MALEBER','KUNINGAN','JAWA BARAT','45575'
'KUTAMANDARAKAN','MALEBER','KUNINGAN','JAWA BARAT','45575'
'KUTARAJA','MALEBER','KUNINGAN','JAWA BARAT','45575'
'MALEBER','MALEBER','KUNINGAN','JAWA BARAT','45575'
'MANDALAJAYA','MALEBER','KUNINGAN','JAWA BARAT','45575'
'MEKARSARI','MALEBER','KUNINGAN','JAWA BARAT','45575'
'PADAMULYA','MALEBER','KUNINGAN','JAWA BARAT','45575'
'PARAKAN','MALEBER','KUNINGAN','JAWA BARAT','45575'
'CIKANANGA','GARAWANGI','KUNINGAN','JAWA BARAT','45571'
'CIRUKEM','GARAWANGI','KUNINGAN','JAWA BARAT','45571'
'CITIUSARI','GARAWANGI','KUNINGAN','JAWA BARAT','45571'
'GARAWANGI','GARAWANGI','KUNINGAN','JAWA BARAT','45571'
'GEWOK','GARAWANGI','KUNINGAN','JAWA BARAT','45571'
'KADATUAN','GARAWANGI','KUNINGAN','JAWA BARAT','45571'
'KARAMATWANGI','GARAWANGI','KUNINGAN','JAWA BARAT','45571'
'KUTAKEMBARAN','GARAWANGI','KUNINGAN','JAWA BARAT','45571'
'LENGKONG','GARAWANGI','KUNINGAN','JAWA BARAT','45571'
'MANCAGAR','GARAWANGI','KUNINGAN','JAWA BARAT','45571'
'MANCAGAR','GARAWANGI','KUNINGAN','JAWA BARAT','45574'
'MEKARMULYA','GARAWANGI','KUNINGAN','JAWA BARAT','45571'
'PAKEMBANGAN','GARAWANGI','KUNINGAN','JAWA BARAT','45571'
'PURWASARI','GARAWANGI','KUNINGAN','JAWA BARAT','45571'
'SUKAIMUT','GARAWANGI','KUNINGAN','JAWA BARAT','45571'
'SUKAMULYA','GARAWANGI','KUNINGAN','JAWA BARAT','45571'
'TAMBAKBAYA','GARAWANGI','KUNINGAN','JAWA BARAT','45571'
'TEMBONG','GARAWANGI','KUNINGAN','JAWA BARAT','45571'
'BABAKANREUMA','SINDANGAGUNG','KUNINGAN','JAWA BARAT','45573'
'BALONG','SINDANGAGUNG','KUNINGAN','JAWA BARAT','45573'
'DUKUHLOR','SINDANGAGUNG','KUNINGAN','JAWA BARAT','45573'
'KADUAGUNG','SINDANGAGUNG','KUNINGAN','JAWA BARAT','45573'
'KERTAUNGARAN','SINDANGAGUNG','KUNINGAN','JAWA BARAT','45573'
'KERTAWANGUNAN','SINDANGAGUNG','KUNINGAN','JAWA BARAT','45573'
'KERTAYASA','SINDANGAGUNG','KUNINGAN','JAWA BARAT','45573'
'MEKARMUKTI','SINDANGAGUNG','KUNINGAN','JAWA BARAT','45573'
'SINDANGAGUNG','SINDANGAGUNG','KUNINGAN','JAWA BARAT','45573'
'SINDANGSARI','SINDANGAGUNG','KUNINGAN','JAWA BARAT','45573'
'TARAJU','SINDANGAGUNG','KUNINGAN','JAWA BARAT','45573'
'TIRTAWANGUNAN','SINDANGAGUNG','KUNINGAN','JAWA BARAT','45573'
'ANCARAN','KUNINGAN','KUNINGAN','JAWA BARAT','45514'
'AWIRARANGAN','KUNINGAN','KUNINGAN','JAWA BARAT','45511'
'CIBINUANG','KUNINGAN','KUNINGAN','JAWA BARAT','45511'
'CIGINTUNG','KUNINGAN','KUNINGAN','JAWA BARAT','45517'
'CIJOHO','KUNINGAN','KUNINGAN','JAWA BARAT','45513'
'CIPORANG','KUNINGAN','KUNINGAN','JAWA BARAT','45514'
'CIRENDANG','KUNINGAN','KUNINGAN','JAWA BARAT','45518'
'CITANGTU','KUNINGAN','KUNINGAN','JAWA BARAT','45516'
'KARANGTAWANG','KUNINGAN','KUNINGAN','JAWA BARAT','45515'
'KEDUNGARUM','KUNINGAN','KUNINGAN','JAWA BARAT','45513'
'KUNINGAN','KUNINGAN','KUNINGAN','JAWA BARAT','45511'
'PURWAWINANGUN','KUNINGAN','KUNINGAN','JAWA BARAT','45512'
'WINDUHAJI','KUNINGAN','KUNINGAN','JAWA BARAT','45516'
'WINDUSENGKAHAN','KUNINGAN','KUNINGAN','JAWA BARAT','45515'
'BABAKANMULYA','CIGUGUR','KUNINGAN','JAWA BARAT','45552'
'BABAKANMULYA','CIGUGUR','KUNINGAN','JAWA BARAT','45554'
'CIGADUNG','CIGUGUR','KUNINGAN','JAWA BARAT','45552'
'CIGUGUR','CIGUGUR','KUNINGAN','JAWA BARAT','45552'
'CILEULEUY','CIGUGUR','KUNINGAN','JAWA BARAT','45552'
'CIPARI','CIGUGUR','KUNINGAN','JAWA BARAT','45552'
'CISANTANA','CIGUGUR','KUNINGAN','JAWA BARAT','45552'
'GUNUNGKELING','CIGUGUR','KUNINGAN','JAWA BARAT','45552'
'PUNCAK','CIGUGUR','KUNINGAN','JAWA BARAT','45552'
'SUKAMULYA','CIGUGUR','KUNINGAN','JAWA BARAT','45552'
'WINDUHERANG','CIGUGUR','KUNINGAN','JAWA BARAT','45552'
'BOJONG','KRAMATMULYA','KUNINGAN','JAWA BARAT','45553'
'BOJONG','KRAMATMULYA','KUNINGAN','JAWA BARAT','45556'
'CIBENTANG','KRAMATMULYA','KUNINGAN','JAWA BARAT','45553'
'CIKASO','KRAMATMULYA','KUNINGAN','JAWA BARAT','45553'
'CIKUBANGSARI','KRAMATMULYA','KUNINGAN','JAWA BARAT','45553'
'CILAJA','KRAMATMULYA','KUNINGAN','JAWA BARAT','45553'
'CILOWA','KRAMATMULYA','KUNINGAN','JAWA BARAT','45553'
'GANDASOLI','KRAMATMULYA','KUNINGAN','JAWA BARAT','45553'
'GEREBA','KRAMATMULYA','KUNINGAN','JAWA BARAT','45553'
'KALAPAGUNUNG','KRAMATMULYA','KUNINGAN','JAWA BARAT','45553'
'KARANGMANGU','KRAMATMULYA','KUNINGAN','JAWA BARAT','45553'
'KRAMATMULYA','KRAMATMULYA','KUNINGAN','JAWA BARAT','45553'
'PAJAMBON','KRAMATMULYA','KUNINGAN','JAWA BARAT','45553'
'RAGAWACANA','KRAMATMULYA','KUNINGAN','JAWA BARAT','45553'
'WIDARASARI','KRAMATMULYA','KUNINGAN','JAWA BARAT','45553'
'BABAKANMULYA','JALAKSANA','KUNINGAN','JAWA BARAT','45552'
'BABAKANMULYA','JALAKSANA','KUNINGAN','JAWA BARAT','45554'
'CINIRU','JALAKSANA','KUNINGAN','JAWA BARAT','45554'
'JALAKSANA','JALAKSANA','KUNINGAN','JAWA BARAT','45554'
'MANISKIDUL','JALAKSANA','KUNINGAN','JAWA BARAT','45554'
'MANISLOR','JALAKSANA','KUNINGAN','JAWA BARAT','45554'
'NANGGERANG','JALAKSANA','KUNINGAN','JAWA BARAT','45553'
'PADAMENAK','JALAKSANA','KUNINGAN','JAWA BARAT','45554'
'PEUSING','JALAKSANA','KUNINGAN','JAWA BARAT','45554'
'SADAMANTRA','JALAKSANA','KUNINGAN','JAWA BARAT','45554'
'SANGKANERANG','JALAKSANA','KUNINGAN','JAWA BARAT','45554'
'SAYANA','JALAKSANA','KUNINGAN','JAWA BARAT','45554'
'SEMBAWA','JALAKSANA','KUNINGAN','JAWA BARAT','45554'
'SIDAMULYA','JALAKSANA','KUNINGAN','JAWA BARAT','45554'
'SINDANGBARANG','JALAKSANA','KUNINGAN','JAWA BARAT','45554'
'SUKAMUKTI','JALAKSANA','KUNINGAN','JAWA BARAT','45554'
'CENGAL','JAPARA','KUNINGAN','JAWA BARAT','45555'
'CIKELENG','JAPARA','KUNINGAN','JAWA BARAT','45555'
'CITAPEN','JAPARA','KUNINGAN','JAWA BARAT','45555'
'DUKUHDALEM','JAPARA','KUNINGAN','JAWA BARAT','45555'
'GARATENGAH','JAPARA','KUNINGAN','JAWA BARAT','45555'
'JAPARA','JAPARA','KUNINGAN','JAWA BARAT','45555'
'KALIMATI','JAPARA','KUNINGAN','JAWA BARAT','45555'
'RAJADANU','JAPARA','KUNINGAN','JAWA BARAT','45555'
'SINGKUP','JAPARA','KUNINGAN','JAWA BARAT','45555'
'SINGKUP','JAPARA','KUNINGAN','JAWA BARAT','45559'
'WANO','JAPARA','KUNINGAN','JAWA BARAT','45555'
'BANDORASA KULON','CILIMUS','KUNINGAN','JAWA BARAT','45556'
'BANDORASA WETAN','CILIMUS','KUNINGAN','JAWA BARAT','45556'
'BOJONG','CILIMUS','KUNINGAN','JAWA BARAT','45553'
'BOJONG','CILIMUS','KUNINGAN','JAWA BARAT','45556'
'CARACAS','CILIMUS','KUNINGAN','JAWA BARAT','45556'
'CIBEUREUM','CILIMUS','KUNINGAN','JAWA BARAT','45556'
'CILIMUS','CILIMUS','KUNINGAN','JAWA BARAT','45556'
'KALIAREN','CILIMUS','KUNINGAN','JAWA BARAT','45556'
'LINGGAINDAH','CILIMUS','KUNINGAN','JAWA BARAT','45556'
'LINGGAJATI','CILIMUS','KUNINGAN','JAWA BARAT','45556'
'LINGGAMEKAR','CILIMUS','KUNINGAN','JAWA BARAT','45556'
'LINGGASANA','CILIMUS','KUNINGAN','JAWA BARAT','45556'
'SAMPORA','CILIMUS','KUNINGAN','JAWA BARAT','45556'
'SETIANEGARA','CILIMUS','KUNINGAN','JAWA BARAT','45556'
'BABAKANJATI','CIGANDAMEKAR','KUNINGAN','JAWA BARAT','45596'
'BUNIGEULIS','CIGANDAMEKAR','KUNINGAN','JAWA BARAT','45596'
'CIBUNTU','CIGANDAMEKAR','KUNINGAN','JAWA BARAT','45596'
'INDAPATRA','CIGANDAMEKAR','KUNINGAN','JAWA BARAT','45596'
'JAMBUGEULIS','CIGANDAMEKAR','KUNINGAN','JAWA BARAT','45596'
'KARANGMUNCANG','CIGANDAMEKAR','KUNINGAN','JAWA BARAT','45596'
'KOREAK','CIGANDAMEKAR','KUNINGAN','JAWA BARAT','45596'
'PANAWUAN','CIGANDAMEKAR','KUNINGAN','JAWA BARAT','45596'
'SANGKANMULYA','CIGANDAMEKAR','KUNINGAN','JAWA BARAT','45596'
'SANGKANURIP','CIGANDAMEKAR','KUNINGAN','JAWA BARAT','45596'
'TIMBANG','CIGANDAMEKAR','KUNINGAN','JAWA BARAT','45596'
'CIREA','MANDIRANCAN','KUNINGAN','JAWA BARAT','45558'
'KERTAWINANGUN','MANDIRANCAN','KUNINGAN','JAWA BARAT','45558'
'MANDIRANCAN','MANDIRANCAN','KUNINGAN','JAWA BARAT','45558'
'NANGGELA','MANDIRANCAN','KUNINGAN','JAWA BARAT','45558'
'NANGGERANGJAYA','MANDIRANCAN','KUNINGAN','JAWA BARAT','45558'
'PAKEMBANGAN','MANDIRANCAN','KUNINGAN','JAWA BARAT','45558'
'RANDOBAWAGIRANG','MANDIRANCAN','KUNINGAN','JAWA BARAT','45558'
'RANDOBAWAILIR','MANDIRANCAN','KUNINGAN','JAWA BARAT','45558'
'SALAKADOMAS','MANDIRANCAN','KUNINGAN','JAWA BARAT','45558'
'SEDA','MANDIRANCAN','KUNINGAN','JAWA BARAT','45558'
'SUKASARI','MANDIRANCAN','KUNINGAN','JAWA BARAT','45558'
'TRIJAYA','MANDIRANCAN','KUNINGAN','JAWA BARAT','45558'
'DANALAMPAH','PANCALANG','KUNINGAN','JAWA BARAT','45557'
'KAHIYANGAN','PANCALANG','KUNINGAN','JAWA BARAT','45557'
'MEKARJAYA','PANCALANG','KUNINGAN','JAWA BARAT','45557'
'PANCALANG','PANCALANG','KUNINGAN','JAWA BARAT','45557'
'PATALAGAN','PANCALANG','KUNINGAN','JAWA BARAT','45557'
'RAJAWETAN','PANCALANG','KUNINGAN','JAWA BARAT','45557'
'SAREWU','PANCALANG','KUNINGAN','JAWA BARAT','45557'
'SILEBU','PANCALANG','KUNINGAN','JAWA BARAT','45557'
'SINDANGKEMPENG','PANCALANG','KUNINGAN','JAWA BARAT','45557'
'SUMBAKELING','PANCALANG','KUNINGAN','JAWA BARAT','45557'
'TAJURBUNTU','PANCALANG','KUNINGAN','JAWA BARAT','45557'
'TARIKOLOT','PANCALANG','KUNINGAN','JAWA BARAT','45557'
'TENJOLAYAR','PANCALANG','KUNINGAN','JAWA BARAT','45557'
'CIBUNTU','PASAWAHAN','KUNINGAN','JAWA BARAT','45559'
'CIDAHU','PASAWAHAN','KUNINGAN','JAWA BARAT','45559'
'CIMARA','PASAWAHAN','KUNINGAN','JAWA BARAT','45559'
'CIWIRU','PASAWAHAN','KUNINGAN','JAWA BARAT','45559'
'KADUELA','PASAWAHAN','KUNINGAN','JAWA BARAT','45559'
'PADABEUNGHAR','PASAWAHAN','KUNINGAN','JAWA BARAT','45559'
'PADAMATANG','PASAWAHAN','KUNINGAN','JAWA BARAT','45559'
'PANIIS','PASAWAHAN','KUNINGAN','JAWA BARAT','45559'
'PASAWAHAN','PASAWAHAN','KUNINGAN','JAWA BARAT','45559'
'SINGKUP','PASAWAHAN','KUNINGAN','JAWA BARAT','45555'
'SINGKUP','PASAWAHAN','KUNINGAN','JAWA BARAT','45559'
'AMBIT','WALED','CIREBON','JAWA BARAT','45687'
'CIBOGO','WALED','CIREBON','JAWA BARAT','45687'
'CIKULAK','WALED','CIREBON','JAWA BARAT','45687'
'CIKULAK KIDUL','WALED','CIREBON','JAWA BARAT','45687'
'CISAAT','WALED','CIREBON','JAWA BARAT','45687'
'CIUYAH','WALED','CIREBON','JAWA BARAT','45687'
'GUNUNGSARI','WALED','CIREBON','JAWA BARAT','45687'
'KARANGSARI','WALED','CIREBON','JAWA BARAT','45687'
'MEKARSARI','WALED','CIREBON','JAWA BARAT','45687'
'WALED ASEM','WALED','CIREBON','JAWA BARAT','45687'
'WALED DESA','WALED','CIREBON','JAWA BARAT','45687'
'WALED KOTA','WALED','CIREBON','JAWA BARAT','45687'
'CIGOBANG','PASALEMAN','CIREBON','JAWA BARAT','45697'
'CIGOBANGWANGI','PASALEMAN','CIREBON','JAWA BARAT','45697'
'CILENGKRANG','PASALEMAN','CIREBON','JAWA BARAT','45697'
'CILENGKRANG GIRANG','PASALEMAN','CIREBON','JAWA BARAT','45697'
'PASALEMAN','PASALEMAN','CIREBON','JAWA BARAT','45697'
'TANJUNG ANOM','PASALEMAN','CIREBON','JAWA BARAT','45697'
'TONJONG','PASALEMAN','CIREBON','JAWA BARAT','45697'
'BOJONGNEGARA','CILEDUG','CIREBON','JAWA BARAT','45688'
'CILEDUG KULON','CILEDUG','CIREBON','JAWA BARAT','45688'
'CILEDUG LOR','CILEDUG','CIREBON','JAWA BARAT','45688'
'CILEDUG TENGAH','CILEDUG','CIREBON','JAWA BARAT','45688'
'CILEDUG WETAN','CILEDUG','CIREBON','JAWA BARAT','45688'
'DAMARGUNA','CILEDUG','CIREBON','JAWA BARAT','45688'
'JATISEENG','CILEDUG','CIREBON','JAWA BARAT','45688'
'JATISEENG KIDUL','CILEDUG','CIREBON','JAWA BARAT','45688'
'LEUWEUNGGAJAH','CILEDUG','CIREBON','JAWA BARAT','45688'
'TENJOMAYA','CILEDUG','CIREBON','JAWA BARAT','45688'
'HULUBANTENG','PABUARAN','CIREBON','JAWA BARAT','45696'
'HULUBANTENG LOR','PABUARAN','CIREBON','JAWA BARAT','45696'
'JATIRENGGANG','PABUARAN','CIREBON','JAWA BARAT','45696'
'PABUARAN KIDUL','PABUARAN','CIREBON','JAWA BARAT','45696'
'PABUARAN LOR','PABUARAN','CIREBON','JAWA BARAT','45696'
'PABUARAN WETAN','PABUARAN','CIREBON','JAWA BARAT','45696'
'SUKADANA','PABUARAN','CIREBON','JAWA BARAT','45696'
'AMBULU','LOSARI','CIREBON','JAWA BARAT','45692'
'ASTANALANGGAR','LOSARI','CIREBON','JAWA BARAT','45692'
'BARISAN','LOSARI','CIREBON','JAWA BARAT','45692'
'KALIRAHAYU','LOSARI','CIREBON','JAWA BARAT','45692'
'KALISARI','LOSARI','CIREBON','JAWA BARAT','45692'
'LOSARI KIDUL','LOSARI','CIREBON','JAWA BARAT','45692'
'LOSARI LOR','LOSARI','CIREBON','JAWA BARAT','45692'
'MULYASARI','LOSARI','CIREBON','JAWA BARAT','45692'
'PANGGANGSARI','LOSARI','CIREBON','JAWA BARAT','45692'
'TAWANGSARI','LOSARI','CIREBON','JAWA BARAT','45692'
'BABAKAN LOSARI','PABEDILAN','CIREBON','JAWA BARAT','45693'
'BABAKAN LOSARI LOR','PABEDILAN','CIREBON','JAWA BARAT','45693'
'DUKUHWIDARA','PABEDILAN','CIREBON','JAWA BARAT','45693'
'KALIBUNTU','PABEDILAN','CIREBON','JAWA BARAT','45693'
'KALIMUKTI','PABEDILAN','CIREBON','JAWA BARAT','45693'
'PABEDILAN KALER','PABEDILAN','CIREBON','JAWA BARAT','45693'
'PABEDILAN KIDUL','PABEDILAN','CIREBON','JAWA BARAT','45693'
'PABEDILAN KULON','PABEDILAN','CIREBON','JAWA BARAT','45693'
'PABEDILAN WETAN','PABEDILAN','CIREBON','JAWA BARAT','45693'
'PASURUAN','PABEDILAN','CIREBON','JAWA BARAT','45693'
'SIDARESMI','PABEDILAN','CIREBON','JAWA BARAT','45693'
'SILIHASIH','PABEDILAN','CIREBON','JAWA BARAT','45693'
'TERSANA','PABEDILAN','CIREBON','JAWA BARAT','45693'
'BABAKAN','BABAKAN','CIREBON','JAWA BARAT','45691'
'BABAKAN GEBANG','BABAKAN','CIREBON','JAWA BARAT','45691'
'BOJONGGEBANG','BABAKAN','CIREBON','JAWA BARAT','45691'
'CANGKUANG','BABAKAN','CIREBON','JAWA BARAT','45691'
'GEMBONGAN','BABAKAN','CIREBON','JAWA BARAT','45691'
'GEMBONGAN MEKAR','BABAKAN','CIREBON','JAWA BARAT','45691'
'KARANGWANGUN','BABAKAN','CIREBON','JAWA BARAT','45691'
'KUDUKERAS','BABAKAN','CIREBON','JAWA BARAT','45691'
'KUDUMULYA','BABAKAN','CIREBON','JAWA BARAT','45691'
'PAKUSAMBEN','BABAKAN','CIREBON','JAWA BARAT','45691'
'SERANG KULON','BABAKAN','CIREBON','JAWA BARAT','45691'
'SERANG WETAN','BABAKAN','CIREBON','JAWA BARAT','45691'
'SUMBER KIDUL','BABAKAN','CIREBON','JAWA BARAT','45691'
'SUMBER LOR','BABAKAN','CIREBON','JAWA BARAT','45691'
'DOMPYONG KULON','GEBANG','CIREBON','JAWA BARAT','45694'
'DOMPYONG WETAN','GEBANG','CIREBON','JAWA BARAT','45694'
'GAGASARI','GEBANG','CIREBON','JAWA BARAT','45694'
'GEBANG','GEBANG','CIREBON','JAWA BARAT','45694'
'GEBANG ILIR','GEBANG','CIREBON','JAWA BARAT','45694'
'GEBANG KULON','GEBANG','CIREBON','JAWA BARAT','45694'
'GEBANG MEKAR','GEBANG','CIREBON','JAWA BARAT','45694'
'GEBANG UDIK','GEBANG','CIREBON','JAWA BARAT','45694'
'KALIMEKAR','GEBANG','CIREBON','JAWA BARAT','45694'
'KALIPASUNG','GEBANG','CIREBON','JAWA BARAT','45694'
'MELAKASARI','GEBANG','CIREBON','JAWA BARAT','45694'
'PELAYANGAN','GEBANG','CIREBON','JAWA BARAT','45694'
'KALIMEANG','KARANGSEMBUNG','CIREBON','JAWA BARAT','45686'
'KARANGMALANG','KARANGSEMBUNG','CIREBON','JAWA BARAT','45686'
'KARANGMEKAR','KARANGSEMBUNG','CIREBON','JAWA BARAT','45686'
'KARANGSEMBUNG','KARANGSEMBUNG','CIREBON','JAWA BARAT','45686'
'KARANGSUWUNG','KARANGSEMBUNG','CIREBON','JAWA BARAT','45686'
'KARANGTENGAH','KARANGSEMBUNG','CIREBON','JAWA BARAT','45686'
'KUBANGKARANG','KARANGSEMBUNG','CIREBON','JAWA BARAT','45686'
'TAMBELANG','KARANGSEMBUNG','CIREBON','JAWA BARAT','45686'
'BLENDER','KARANGWARENG','CIREBON','JAWA BARAT','45695'
'JATIPIRING','KARANGWARENG','CIREBON','JAWA BARAT','45695'
'KARANGANYAR','KARANGWARENG','CIREBON','JAWA BARAT','45695'
'KARANGASEM','KARANGWARENG','CIREBON','JAWA BARAT','45695'
'KARANGWANGI','KARANGWARENG','CIREBON','JAWA BARAT','45695'
'KARANGWARENG','KARANGWARENG','CIREBON','JAWA BARAT','45695'
'KUBANGDELEG','KARANGWARENG','CIREBON','JAWA BARAT','45695'
'SEUSEUPAN','KARANGWARENG','CIREBON','JAWA BARAT','45695'
'SUMURKONDANG','KARANGWARENG','CIREBON','JAWA BARAT','45695'
'ASEM','LEMAHABANG','CIREBON','JAWA BARAT','45683'
'BELAWA','LEMAHABANG','CIREBON','JAWA BARAT','45683'
'CIPEUJEUH KULON','LEMAHABANG','CIREBON','JAWA BARAT','45683'
'CIPEUJEUH WETAN','LEMAHABANG','CIREBON','JAWA BARAT','45683'
'LEMAHABANG','LEMAHABANG','CIREBON','JAWA BARAT','45683'
'LEMAHABANG KULON','LEMAHABANG','CIREBON','JAWA BARAT','45683'
'LEUWIDINGDING','LEMAHABANG','CIREBON','JAWA BARAT','45683'
'PICUNGPUGUR','LEMAHABANG','CIREBON','JAWA BARAT','45683'
'SARAJAYA','LEMAHABANG','CIREBON','JAWA BARAT','45683'
'SIGONG','LEMAHABANG','CIREBON','JAWA BARAT','45683'
'SINDANGLAUT','LEMAHABANG','CIREBON','JAWA BARAT','45683'
'TUK KARANGSUWUNG','LEMAHABANG','CIREBON','JAWA BARAT','45683'
'WANGKELANG','LEMAHABANG','CIREBON','JAWA BARAT','45683'
'CIAWI ASIH','SUSUKANLEBAK','CIREBON','JAWA BARAT','45685'
'CIAWIJAPURA','SUSUKANLEBAK','CIREBON','JAWA BARAT','45685'
'CURUG','SUSUKANLEBAK','CIREBON','JAWA BARAT','45685'
'CURUG WETAN','SUSUKANLEBAK','CIREBON','JAWA BARAT','45685'
'KALIGAWE','SUSUKANLEBAK','CIREBON','JAWA BARAT','45685'
'KALIGAWE WETAN','SUSUKANLEBAK','CIREBON','JAWA BARAT','45685'
'KARANGMANGU','SUSUKANLEBAK','CIREBON','JAWA BARAT','45685'
'PASAWAHAN','SUSUKANLEBAK','CIREBON','JAWA BARAT','45685'
'SAMPIH','SUSUKANLEBAK','CIREBON','JAWA BARAT','45685'
'SUSUKAN AGUNG','SUSUKANLEBAK','CIREBON','JAWA BARAT','45685'
'SUSUKAN LEBAK','SUSUKANLEBAK','CIREBON','JAWA BARAT','45685'
'SUSUKAN TONGGOH','SUSUKANLEBAK','CIREBON','JAWA BARAT','45685'
'WILULANG','SUSUKANLEBAK','CIREBON','JAWA BARAT','45685'
'KARANGWUNI','SEDONG','CIREBON','JAWA BARAT','45689'
'KERTAWANGUN','SEDONG','CIREBON','JAWA BARAT','45689'
'PANAMBANGAN','SEDONG','CIREBON','JAWA BARAT','45689'
'PANONGAN','SEDONG','CIREBON','JAWA BARAT','45689'
'PANONGAN LOR','SEDONG','CIREBON','JAWA BARAT','45689'
'PUTAT','SEDONG','CIREBON','JAWA BARAT','45689'
'SEDONG KIDUL','SEDONG','CIREBON','JAWA BARAT','45689'
'SEDONG LOR','SEDONG','CIREBON','JAWA BARAT','45689'
'WINDUHAJI','SEDONG','CIREBON','JAWA BARAT','45689'
'WINDUJAYA','SEDONG','CIREBON','JAWA BARAT','45689'
'ASTANAJAPURA','ASTANAJAPURA','CIREBON','JAWA BARAT','45681'
'BUNTET','ASTANAJAPURA','CIREBON','JAWA BARAT','45681'
'JAPURA KIDUL','ASTANAJAPURA','CIREBON','JAWA BARAT','45681'
'JAPURABAKTI','ASTANAJAPURA','CIREBON','JAWA BARAT','45681'
'KANCI','ASTANAJAPURA','CIREBON','JAWA BARAT','45681'
'KANCI KULON','ASTANAJAPURA','CIREBON','JAWA BARAT','45681'
'KENDAL','ASTANAJAPURA','CIREBON','JAWA BARAT','45681'
'MERTAPADA KULON','ASTANAJAPURA','CIREBON','JAWA BARAT','45681'
'MERTAPADA WETAN','ASTANAJAPURA','CIREBON','JAWA BARAT','45681'
'MUNJUL','ASTANAJAPURA','CIREBON','JAWA BARAT','45681'
'SIDAMULYA','ASTANAJAPURA','CIREBON','JAWA BARAT','45681'
'ASTANAMUKTI','PANGENAN','CIREBON','JAWA BARAT','45682'
'BENDUNGAN','PANGENAN','CIREBON','JAWA BARAT','45682'
'BERINGIN','PANGENAN','CIREBON','JAWA BARAT','45682'
'ENDER','PANGENAN','CIREBON','JAWA BARAT','45682'
'GETRAKMOYAN','PANGENAN','CIREBON','JAWA BARAT','45682'
'JAPURA LOR','PANGENAN','CIREBON','JAWA BARAT','45682'
'PANGENAN','PANGENAN','CIREBON','JAWA BARAT','45682'
'PENGARENGAN','PANGENAN','CIREBON','JAWA BARAT','45682'
'RAWAURIP','PANGENAN','CIREBON','JAWA BARAT','45682'
'BANDENGAN','MUNDU','CIREBON','JAWA BARAT','45673'
'BANJARWANGUNAN','MUNDU','CIREBON','JAWA BARAT','45673'
'CITEMU','MUNDU','CIREBON','JAWA BARAT','45673'
'LUWUNG','MUNDU','CIREBON','JAWA BARAT','45673'
'MUNDU MESIGIT','MUNDU','CIREBON','JAWA BARAT','45673'
'MUNDU PESISIR','MUNDU','CIREBON','JAWA BARAT','45673'
'PAMENGKANG','MUNDU','CIREBON','JAWA BARAT','45673'
'PENPEN','MUNDU','CIREBON','JAWA BARAT','45673'
'SETUPATOK','MUNDU','CIREBON','JAWA BARAT','45673'
'SINARANCANG','MUNDU','CIREBON','JAWA BARAT','45673'
'SUCI','MUNDU','CIREBON','JAWA BARAT','45673'
'WARUDUWUR','MUNDU','CIREBON','JAWA BARAT','45673'
'BEBER','BEBER','CIREBON','JAWA BARAT','45672'
'CIAWIGAJAH','BEBER','CIREBON','JAWA BARAT','45672'
'CIKANCAS','BEBER','CIREBON','JAWA BARAT','45672'
'CIPINANG','BEBER','CIREBON','JAWA BARAT','45672'
'HALIMPU','BEBER','CIREBON','JAWA BARAT','45672'
'KONDANGSARI','BEBER','CIREBON','JAWA BARAT','45672'
'PATAPAN','BEBER','CIREBON','JAWA BARAT','45672'
'SINDANGHAYU','BEBER','CIREBON','JAWA BARAT','45672'
'SINDANGKASIH','BEBER','CIREBON','JAWA BARAT','45672'
'WANAYASA','BEBER','CIREBON','JAWA BARAT','45672'
'DURAJAYA','GREGED','CIREBON','JAWA BARAT','45674'
'GREGED','GREGED','CIREBON','JAWA BARAT','45674'
'GUMULUNG LEBAK','GREGED','CIREBON','JAWA BARAT','45674'
'GUMULUNG TONGGOH','GREGED','CIREBON','JAWA BARAT','45674'
'JATIPANCUR','GREGED','CIREBON','JAWA BARAT','45674'
'KAMARANG','GREGED','CIREBON','JAWA BARAT','45674'
'KAMARANG LEBAK','GREGED','CIREBON','JAWA BARAT','45674'
